rank,outreach_score,tier,industry_fit,business,niche,city,phone,email,why_warm,pitch,website,id
1637,56,C,medium,AVISP Internet Services,internet service provider,Geyserville,(707) 433-8327,info@avispmail.com,Has a site; has phone + email,"Hi, I help Geyserville internet service providers like AVISP Internet Services get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://avispmail.com/,6980bcd1-b8a0-4ccd-b326-17f8b2b10cce
1638,56,C,medium,Rainbow Lodge,lodge,Lakeport,(707) 263-4309,info@rainbowlodgelakeport.net,Has a site; has phone + email,"Hi, I help Lakeport lodges like Rainbow Lodge get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.rainbowlodgelakeport.net,23140159-ed33-4e50-ad09-cd0849b31ed3
1639,56,C,medium,DaVita Lakeport Dialysis Center,medical center,Lakeport,(866) 544-6741,thomas@cdwilson.com,Has a site; has phone + email,"Hi, I help Lakeport medical centers like DaVita Lakeport Dialysis Center get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.davita.com,3ce57a6c-33b2-4a84-82d8-7da29d5448e6
1640,56,C,medium,Flying Hammer Fabrication,metal fabricator,Lakeport,(602) 463-6836,flyinghammerfab@gmail.com,Has a site; has phone + email,"Hi, I help Lakeport metal fabricators like Flying Hammer Fabrication get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://flyinghammerfab.com/,b7dbd95b-ef30-4bb8-8f5b-453fa2d84805
1641,56,C,medium,Calvary Chapel Hidden Valley Lake,mission,Middletown,(707) 802-8417,cchiddenvalley@gmail.com,Has a site; has phone + email,"Hi, I help Middletown missions like Calvary Chapel Hidden Valley Lake get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://cchiddenvalley.org/,5e56757b-29d7-4818-85d1-6c08e7d623f3
1642,56,C,medium,Moon and Stars Therapy,occupational therapy,Middletown,(925) 813-4472,briannatbaisch@moonandstarstherapy.com,Has a site; has phone + email,"Hi, I help Middletown occupational therapys like Moon and Stars Therapy get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.moonandstarstherapy.com/,3a3da0d3-faee-4bec-b081-7bffd9268871
1643,56,C,medium,UC Master Gardeners of Lake County,printing services,Lakeport,(707) 263-6838,celake@ucanr.edu,Has a site; has phone + email,"Hi, I help Lakeport printing servicess like UC Master Gardeners of Lake County get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://celake.ucanr.edu/Master_Gardener/,3640e300-0e65-4792-aa17-3f6fae4afd93
1644,56,C,medium,Kelseyville Riviera Community Association,property management,Kelseyville,(707) 277-7281,assistant@clrca.com,Has a site; has phone + email,"Hi, I help Kelseyville property managements like Kelseyville Riviera Community Association get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.clrca.com/,0d6eb1b9-2cf1-4eb7-9294-8380163f32c5
1645,56,C,medium,Chatoff Properties,real estate,Clearlake,(707) 349-0763,colleenchatoff@yahoo.com,Has a site; has phone + email,"Hi, I help Clearlake real estates like Chatoff Properties get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.gotolakecounty.com,d5b958e1-ca94-4306-a33d-3f9cb52c8a68
1646,56,C,medium,Country Club Lane,real estate service,Lucerne,(707) 739-5713,ccl_mhp@yahoo.com,Has a site; has phone + email,"Hi, I help Lucerne real estate services like Country Club Lane get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.lucernemobilehomepark.com,ac617e82-2d94-42ac-8211-5f357886d82d
1647,56,C,medium,Lodge at Blue Lakes,resort,Upper Lake,(707) 275-2181,contactus@thelodgeatbluelakes.com,Has a site; has phone + email,"Hi, I help Upper Lake resorts like Lodge at Blue Lakes get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.thelodgeatbluelakes.com,0cc7f1ff-e5fc-47df-af80-76d0b4458a8c
1648,56,C,medium,Saratoga Springs Retreat Center & Conference Center,resort,Upper Lake,(800) 655-7153,stay@saratogasprings.com,Has a site; has phone + email,"Hi, I help Upper Lake resorts like Saratoga Springs Retreat Center & Conference Center get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.saratogasprings.com/,f96a7dfb-946b-4b3d-951b-3bf9d047898a
1649,56,C,medium,Lakeview Haven Rv Park,rv park,Upper Lake,(707) 275-2105,manager@lakeviewhaven.com,Has a site; has phone + email,"Hi, I help Upper Lake rv parks like Lakeview Haven Rv Park get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.lakeviewhaven.com,664e72f2-294c-439b-aa84-6cfc5f3c7767
1650,56,C,medium,Konocti Rod & Gun Club,shooting range,,(707) 995-1965,info@krgc.org,Has a site; has phone + email,"Hi, I help local shooting ranges like Konocti Rod & Gun Club get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.krgc.org/,19869d5b-5857-4464-9cfa-d74fd3f88585
1651,56,C,medium,Clearlake Plaza ( La Rosa Plaza ),shopping center,Clearlake,(707) 560-1666,briansboats@gmail.com,Has a site; has phone + email,"Hi, I help Clearlake shopping centers like Clearlake Plaza ( La Rosa Plaza ) get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://WWW.CLEARLAKEPLAZA.COM/,d52cfb14-6ec9-49c7-a6cf-9b06d86c0906
1652,56,C,medium,"Senior Support Services - Upper Lake, CA",social service organizations,Upper Lake,(707) 275-3513,triplesinc13@att.net,Has a site; has phone + email,"Hi, I help Upper Lake social service organizationss like Senior Support Services - Upper Lake, CA get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.seniorsupportlakecounty.org/,ad6f1a71-4109-4c92-a4f9-eb95eaf953a9
1653,56,C,medium,Anderson Marsh State Historic Park,state park,Lower Lake,(707) 994-0688,info@parks.ca.gov,Has a site; has phone + email,"Hi, I help Lower Lake state parks like Anderson Marsh State Historic Park get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.parks.ca.gov/?page_id=483,e98a47cf-7b62-4051-8a7d-6ee29b9baf05
1654,56,C,medium,Clear Lake State Park,state park,Kelseyville,(707) 279-4293,info@parks.ca.gov,Has a site; has phone + email,"Hi, I help Kelseyville state parks like Clear Lake State Park get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.parks.ca.gov/?page_id=473,2a7bbb0d-aa40-4762-942e-f3c7157748f5
1655,56,C,medium,ClearLake Boat & Mini Storage,storage facility,Lakeport,(707) 263-5443,tantirentals@yahoo.com,Has a site; has phone + email,"Hi, I help Lakeport storage facilitys like ClearLake Boat & Mini Storage get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://pamhuebnerdba.localsearch.com,532e195a-607d-4ca7-bcab-72c66cca0fed
1656,56,C,medium,Lakeport Motors Sales,used car dealer,Lakeport,(707) 413-3256,lakeportmotorsales@gmail.com,Has a site; has phone + email,"Hi, I help Lakeport used car dealers like Lakeport Motors Sales get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.lakeportmotors.com/,f9072331-d75a-47a5-8cfc-612b0ffad7b1
1657,55,C,medium,Redwood Empire Vineyard Management,agricultural service,Geyserville,(707) 857-3401,contact@revm.net,Has a site; has phone + email,"Hi, I help Geyserville agricultural services like Redwood Empire Vineyard Management get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://redwood-empire-vineyard-management-inc-ca.hub.biz/,3397e897-7340-4183-a91e-3540cf6cb5d6
1658,55,C,medium,Rescue Solutions - Professional Rope Rescue Services,ambulance and ems services,Hopland,(707) 670-0272,melissa@rescuesolutions.net,Has a site; has phone + email,"Hi, I help Hopland ambulance and ems servicess like Rescue Solutions - Professional Rope Rescue Services get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://rescuesolutions.net/,0ed11658-7d99-4636-a8d1-d9b749a74ea1
1659,55,C,medium,Gorilla Upholstery,auto customization,Clearlake Oaks,(707) 321-7608,gorillaupholstery@gmail.com,Has a site; has phone + email,"Hi, I help Clearlake Oaks auto customizations like Gorilla Upholstery get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.gorillaupholstery.com/,7199fb84-c760-452d-a359-3e2ecd337831
1660,55,C,medium,Red Beard Wraps,business manufacturing and supply,Lakeport,(707) 854-7070,redbeardcarwraps@gmail.com,Has a site; has phone + email,"Hi, I help Lakeport business manufacturing and supplys like Red Beard Wraps get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://redbeardautowraps.com/,80c7bdc1-e532-41e6-a587-5395760b97ba
1661,55,C,medium,Davis Flats In Stonyford,campground,,(530) 963-3128,info@fs.usda.gov,Has a site; has phone + email,"Hi, I help local campgrounds like Davis Flats In Stonyford get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.fs.usda.gov/recarea/mendocino/recreation/recarea/?recid=25132,15eec504-8d07-4c7f-8c4d-ad5b5cf92326
1662,55,C,medium,Middle Creek Campground,campground,,(707) 275-2361,info@fs.usda.gov,Has a site; has phone + email,"Hi, I help local campgrounds like Middle Creek Campground get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://middlecreekcampground1.placeweb.site,4268f975-bcc2-46ea-a92f-4a6617dfcffb
1663,55,C,medium,Volunteer to help Senior Centers in Lake County,disability services and support organization,Clearlake,(707) 994-3041,hssc@lake.org,Has a site; has phone + email,"Hi, I help Clearlake disability services and support organizations like Volunteer to help Senior Centers in Lake County get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://hsscclearlake.org/,a1eed56d-bdb4-409a-b837-a6ddb9d77dd2
1664,55,C,medium,The Lake County Big Read,education,Lakeport,(707) 263-8817,library@lakecountyca.gov,Has a site; has phone + email,"Hi, I help Lakeport educations like The Lake County Big Read get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.lakecountybigread.com/,6295dbfd-d509-4705-95c0-2d47f858c4a1
1665,55,C,medium,Fresh Energy Systems,energy equipment and solution,Clearlake,(707) 245-7694,dan@fresh-energy-systems.com,Has a site; has phone + email,"Hi, I help Clearlake energy equipment and solutions like Fresh Energy Systems get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.FRESH-Energy-Systems.com/,559ad999-a3eb-4ca1-bf0a-c506fc078680
1666,55,C,medium,Morgan Cad And Design,engineering services,Kelseyville,(707) 245-9381,morgancadanddesign@att.net,Has a site; has phone + email,"Hi, I help Kelseyville engineering servicess like Morgan Cad And Design get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.morgancadanddesign.com/,cd7ebd61-9a01-4764-a5d0-0d22624a8b06
1667,55,C,medium,Darn Cute Quilts and Fabrics,fabric store,Lakeport,(707) 350-0324,darncutequilts@yahoo.com,Has a site; has phone + email,"Hi, I help Lakeport fabric stores like Darn Cute Quilts and Fabrics get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.darncutequiltsandfabrics.com/,6086c910-2661-4174-9602-0e44f3058538
1668,55,C,medium,Bernier Farms,farm,Healdsburg,(707) 849-3276,bernierfarms@gmail.com,Has a site; has phone + email,"Hi, I help Healdsburg farms like Bernier Farms get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.bernierfarms.com/,cb378cbc-ad3a-444c-beb9-18f4a6104e66
1669,55,C,medium,Chao Santana Farm,farm,Upper Lake,(707) 245-3443,chaosantanafarm@gmail.com,Has a site; has phone + email,"Hi, I help Upper Lake farms like Chao Santana Farm get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://ChaoSantanaFarm.com/,c90e2114-10d9-4f74-9c5b-0833f513157c
1670,55,C,medium,Soto Brothers Farm Labor Contractor INC.,farm,Cloverdale,(707) 669-5023,info@sotobrothers.com,Has a site; has phone + email,"Hi, I help Cloverdale farms like Soto Brothers Farm Labor Contractor INC. get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://Www.sotobrothers.net/,f9d67f5e-8245-456f-b524-b3529e105d8a
1671,55,C,medium,The Villa Barone,farm,Middletown,(707) 987-8823,deb@thevillabarone.com,Has a site; has phone + email,"Hi, I help Middletown farms like The Villa Barone get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://thevillabarone.com/,e631fb30-e058-4cab-bfa8-e53939e30e28
